Cantidad,Fecha,Producto,Venta,Compra,Utilidad
,23/04/2024,,38.00,31.17,6.83
1.00,,Fanta Uva 3lt,38.00,31.17,6.83
,23/04/2024,,9.00,6.42,2.58
1.00,,Vogue Higienico De Rollo Ind,8.00,5.58,2.42
1.00,,Bombon Individual,1.00,0.84,0.16
,23/04/2024,,499.80,488.25,11.55
525.00,,MASTERXTREME MAYOREO RECARGA,499.80,488.25,11.55
,23/04/2024,,269.00,251.79,17.21
4.00,,Envios De Recargas,4.00,0.04,3.96
265.00,,RECARGAS XTREME (MULTICEL-MINISUPER),265.00,251.75,13.25
,24/04/2024,,57.00,41.66,15.34
1.00,,Agua Ciel 1.5 Lts 4721,16.00,12.04,3.96
1.00,,Agua Ciel Mineralizada 2 Lts 305742,27.00,18.49,8.51
1.00,,Cheetos Poff Azules 41gr,14.00,11.13,2.87
,24/04/2024,,34.00,26.96,7.04
1.00,,Valle Frut Citrus 600ML 330683,16.00,12.68,3.32
1.00,,Trikitrakes 85g,18.00,14.28,3.72
,24/04/2024,,25.50,15.42,10.08
1.00,,Bolsa Basura Mediana 1pza,5.00,2.30,2.70
1.00,,Dolce Vita 1Sobre Omnilife,20.50,13.12,7.38
,24/04/2024,,999.60,976.50,23.10
1050.00,,MASTERXTREME MAYOREO RECARGA,999.60,976.50,23.10
,24/04/2024,,404.00,372.46,31.54
2.00,,Servicio Domicilio,10.00,0.00,10.00
2.00,,COCA RETORNABLE 3LTS PAQ 6PZA,394.00,372.46,21.54
,24/04/2024,,20.00,16.00,4.00
1.00,,Yoghurt Disfruta Fresa 307g 9442,20.00,16.00,4.00
,24/04/2024,,14.00,11.13,2.87
1.00,,Cheetos Torcido Naranja 52g,14.00,11.13,2.87
,24/04/2024,,19.00,15.20,3.80
1.00,,Coca Cola 600ml,19.00,15.20,3.80
,24/04/2024,,16.00,12.84,3.16
1.00,,Tostitos Salsa Verde 70g,16.00,12.84,3.16
,24/04/2024,,18.00,13.57,4.43
1.00,,Senzao Guarana 600ml 8330,18.00,13.57,4.43
,24/04/2024,,36.00,23.02,12.98
2.00,,Chivacola Botella Omnilife 600ml,36.00,23.02,12.98
,24/04/2024,,53.00,43.55,9.45
1.00,,Whiskas 1kg,53.00,43.55,9.45
,24/04/2024,,202.00,186.23,15.77
1.00,,Servicio Domicilio,5.00,0.00,5.00
1.00,,COCA RETORNABLE 3LTS PAQ 6PZA,197.00,186.23,10.77
,24/04/2024,,29.00,1.00,28.00
1.00,,Chip29 Telcel Sin Saldo Activar C/50 Saldo,29.00,1.00,28.00
,24/04/2024,,78.00,73.32,4.68
1.00,,HUEVO CRIO CONO 30PZ,78.00,73.32,4.68
,24/04/2024,,23.00,16.50,6.50
1.00,,Colgate Total 12 50ml,23.00,16.50,6.50
,24/04/2024,,25.00,20.17,4.83
1.00,,Silicon Liquido 100ml,25.00,20.17,4.83
,24/04/2024,,33.00,26.04,6.96
1.00,,Mini Barritas Fresa Tubo 222g,33.00,26.04,6.96
,24/04/2024,,45.00,40.00,5.00
1.00,,Epura Garrafon 20 Lts,45.00,40.00,5.00
,24/04/2024,,11.00,6.50,4.50
1.00,,Yomi Lala Fresa 190ml,11.00,6.50,4.50
,24/04/2024,,45.00,37.74,7.26
1.00,,Tortillina Tia Rosa 306g,25.00,20.50,4.50
0.16,,Queso De Hebra,20.00,17.24,2.76
,24/04/2024,,25.00,20.60,4.40
0.23,,Queso Fresco,25.00,20.60,4.40
,24/04/2024,,11.00,6.50,4.50
1.00,,Yomi Lala Fresa 190ml,11.00,6.50,4.50
,24/04/2024,,40.00,32.00,8.00
1.00,,Coca Cola 600ml,19.00,15.20,3.80
1.00,,Canelitas Marinela 120g,21.00,16.80,4.20
,24/04/2024,,37.00,28.10,8.90
1.00,,Pepsi Jumbo 3Lt,37.00,28.10,8.90
,24/04/2024,,37.35,26.89,10.46
0.23,,Chuleta Aumada Salmi,37.35,26.89,10.46
,24/04/2024,,4.00,0.38,3.62
2.00,,COPIA CREDENCIAL,4.00,0.38,3.62
,24/04/2024,,36.00,28.94,7.06
1.00,,Barras de Coco 106g 100957,19.00,15.25,3.75
1.00,,Sabritas Limon Chicas 45g,17.00,13.69,3.31
,24/04/2024,,18.00,14.55,3.45
1.00,,Paketaxo Mezcladito Ch 70gr,18.00,14.55,3.45
,24/04/2024,,30.00,21.58,8.42
2.00,,Atun Nair En Agua 140g,30.00,21.58,8.42
,24/04/2024,,10.00,6.00,4.00
1.00,,Cartulina Fluorescente Naranja,10.00,6.00,4.00
,24/04/2024,,47.00,30.98,16.02
1.00,,Agua Ciel 1lt 310883,13.00,9.21,3.79
4.00,,Huevo Crio Individual 1pza,12.00,9.76,2.24
1.00,,Gel  Super Fix 250 ml,22.00,12.01,9.99
,24/04/2024,,10.00,7.79,2.21
1.00,,Agua Ciel 600ml 307906,10.00,7.79,2.21
,24/04/2024,,138.00,113.19,24.81
2.00,,Coca Jumbo 3lts 4745,100.00,82.02,17.98
1.00,,Sidral Munded Jumbo 3 Lts,38.00,31.17,6.83
,24/04/2024,,40.00,33.72,6.28
0.16,,Queso De Hebra,20.00,17.24,2.76
0.19,,Queso Fresco,20.00,16.48,3.52
,24/04/2024,,43.00,35.70,7.30
1.00,,Bran Frut 58G FRESA,13.00,9.84,3.16
0.24,,Queso De Hebra,30.00,25.86,4.14
,24/04/2024,,26.00,19.56,6.44
1.00,,BubuLubu Ricolino 35g,10.00,7.80,2.20
1.00,,Bombon Individual,1.00,0.84,0.16
1.00,,Papatinas Chips Fuego 31g,15.00,10.92,4.08
,24/04/2024,,43.00,32.29,10.71
1.00,,Fresca 600ml,18.00,13.57,4.43
1.00,,BubuLubu Ricolino 35g,10.00,7.80,2.20
1.00,,Papatinas Chips Fuego 31g,15.00,10.92,4.08
,24/04/2024,,394.00,372.46,21.54
2.00,,COCA RETORNABLE 3LTS PAQ 6PZA,394.00,372.46,21.54
,24/04/2024,,24.00,17.56,6.44
1.00,,Pepsi 1.5Lt,24.00,17.56,6.44
,24/04/2024,,255.00,224.78,30.22
1.00,,Servicio Domicilio,5.00,0.00,5.00
1.00,,PEPSI 3LTS PAQ 8PZ,250.00,224.78,25.22
,24/04/2024,,25.00,16.45,8.55
1.00,,Electrolit Uva 625 Ml,25.00,16.45,8.55
,24/04/2024,,29.00,1.00,28.00
1.00,,Chip29 Telcel Sin Saldo Activar C/50 Saldo,29.00,1.00,28.00
,24/04/2024,,13.00,8.00,5.00
1.00,,Flanax 550 C/Uno,13.00,8.00,5.00
,24/04/2024,,18.00,15.00,3.00
1.00,,Clip Aliamex AS-02,18.00,15.00,3.00
,24/04/2024,,14.00,11.50,2.50
1.00,,Placer Coco Yoplait 145g 9256,14.00,11.50,2.50
,24/04/2024,,39.00,36.66,2.34
1.00,,HUEVO CRIO 1/2 CONO,39.00,36.66,2.34
,24/04/2024,,19.00,15.20,3.80
1.00,,Coca Cola 600ml,19.00,15.20,3.80
,24/04/2024,,38.00,31.17,6.83
1.00,,Fanta Jumbo Fresa 3lts,38.00,31.17,6.83
,24/04/2024,,10.00,4.60,5.40
2.00,,Bolsa Basura Mediana 1pza,10.00,4.60,5.40
,24/04/2024,,12.00,7.88,4.12
2.00,,Vela Larga Individual San Pedro 1pz,12.00,7.88,4.12
,24/04/2024,,54.00,44.18,9.82
1.00,,Doritos Pizzerolas 61g,17.00,13.69,3.31
1.00,,Sabritas Flamin Hot 45gm,17.00,13.69,3.31
1.00,,RUNNERS WATZ 80g,20.00,16.80,3.20
,24/04/2024,,20.00,14.74,5.26
1.00,,Salsa Valentina 370g,19.00,13.90,5.10
1.00,,Bombon Individual,1.00,0.84,0.16
,24/04/2024,,156.00,119.53,36.47
1.00,,Mediacrema Lala 480ml,26.00,21.99,4.01
1.00,,Totopos 280G Normal,32.00,24.60,7.40
1.00,,Chile Chipotle La Morena 210g,26.00,22.16,3.84
1.50,,Salchijocho Pavo Any Agranel,72.00,50.78,21.22
,24/04/2024,,16.00,12.60,3.40
1.00,,Papatinas  Chilix 31g,16.00,12.60,3.40
,24/04/2024,,10.00,6.00,4.00
1.00,,Cartulina Fluorescente Naranja,10.00,6.00,4.00
,24/04/2024,,12.00,7.22,4.78
1.00,,XL-3 Extra Gripa y tos Par,12.00,7.22,4.78
,24/04/2024,,16.00,12.60,3.40
1.00,,Naturella Alas Fibras Organicas F/Abund 8pzas,16.00,12.60,3.40
,24/04/2024,,6.00,0.38,5.62
1.00,,COPIA CREDENCIAL,2.00,0.19,1.81
1.00,,IMPRESION A COLORES,4.00,0.19,3.81
,24/04/2024,,24.00,17.56,6.44
1.00,,Pepsi 1.5Lt,24.00,17.56,6.44
,24/04/2024,,29.00,22.28,6.72
1.00,,Valle Frut Citrus 600ML 330683,16.00,12.68,3.32
1.00,,Pancrema 151g,13.00,9.60,3.40
,24/04/2024,,21.00,17.40,3.60
1.00,,Maseca Kg,21.00,17.40,3.60
,24/04/2024,,190.00,162.45,27.55
1.00,,Jamon Rebanado Suly 1kg,67.00,55.00,12.00
1.00,,Queso De Hebra,123.00,107.45,15.55
,24/04/2024,,38.00,30.45,7.55
1.00,,Coca Retornable 2.5 Lts,35.00,29.25,5.75
3.00,,Vaso Individual del #8 1pza,3.00,1.20,1.80
,24/04/2024,,4.00,0.38,3.62
2.00,,COPIA CREDENCIAL,4.00,0.38,3.62
,24/04/2024,,38.00,31.04,6.96
1.00,,Coca Retornable 3LTS 3068,38.00,31.04,6.96
,24/04/2024,,22.00,18.72,3.28
1.00,,Kola Loka,22.00,18.72,3.28
,24/04/2024,,30.75,26.43,4.32
0.25,,Queso De Hebra,30.75,26.43,4.32
,24/04/2024,,52.00,42.30,9.70
1.00,,Fanta Jumbo Naranja 3lts,38.00,31.17,6.83
1.00,,Cheetos Flamin Hot 52gr,14.00,11.13,2.87
,24/04/2024,,22.00,16.47,5.53
1.00,,Blanca Nieves 500g,22.00,16.47,5.53
,24/04/2024,,38.00,31.25,6.75
1.00,,Maravillas Gamesa 116g,18.00,15.25,2.75
1.00,,Yoghurt Disfruta Fresa 307g 9442,20.00,16.00,4.00
,24/04/2024,,59.00,50.89,8.11
1.00,,Axion 720gr,28.00,23.70,4.30
1.00,,Familiar XL 600hjas 4rollos,31.00,27.19,3.81
,24/04/2024,,20.00,13.82,6.18
0.41,,Salchijocho Pavo Any Agranel,20.00,13.82,6.18
,24/04/2024,,191.00,136.98,54.02
1.00,,Bolsa Individual Polipapel Gde 1pza,2.00,0.55,1.45
1.00,,Emperador Chocolate 10p 109g 101104,19.00,15.25,3.75
1.00,,Egoplant  Sabor Herbal 200ml Omnilife,45.00,28.78,16.22
1.00,,Chivacola Botella Omnilife 600ml,18.00,11.51,6.49
1.00,,Yoghurt Disfruta Fresa 307g 9442,20.00,16.00,4.00
1.00,,Ego Frutas omnilife lata 355ml,45.00,31.83,13.17
1.00,,disfruta chocogalleta fresa 307g,22.00,17.50,4.50
1.00,,chip sal 62g,20.00,15.56,4.44
,24/04/2024,,19.00,16.20,2.80
1.00,,Espumil Polvo Flores 500gr,19.00,16.20,2.80
,24/04/2024,,17.00,13.69,3.31
1.00,,Sabritas Crema Y Especias 45g,17.00,13.69,3.31
,24/04/2024,,58.00,48.92,9.08
0.32,,Queso De Hebra,40.00,34.38,5.62
1.00,,Peñafiel Twist Con Limon Y Sal 600ml,18.00,14.54,3.46
,24/04/2024,,14.00,7.74,6.26
1.00,,Epura 1 lt,14.00,7.74,6.26
,24/04/2024,,779.00,693.77,85.23
4.00,,Servicio Domicilio,20.00,0.00,20.00
1.00,,PEPSI 1.5 LTS PAQ 12PZ,240.00,208.92,31.08
2.00,,COCA RETORNABLE 3LTS PAQ 6PZA,394.00,372.46,21.54
1.00,,PEPSI 3LTS PAQ 4PZ,125.00,112.39,12.61
,24/04/2024,,66.00,44.57,21.43
1.00,,Aloe Beta omnilife Sabor Piña 200ml,42.00,29.45,12.55
1.00,,Omniplus Sobre Omnilife,24.00,15.12,8.88
,24/04/2024,,10.00,6.12,3.88
2.00,,Naproxeno Sodico (Flanax) 550mg C/U,10.00,6.12,3.88
,24/04/2024,,18.00,10.50,7.50
1.00,,Estropajo Fashion Clean 1pz,18.00,10.50,7.50
,24/04/2024,,25.00,20.60,4.40
0.23,,Queso Fresco,25.00,20.60,4.40
,24/04/2024,,31.00,21.96,9.04
1.00,,Power Mora 1 Lt,31.00,21.96,9.04
,24/04/2024,,5.00,2.30,2.70
1.00,,Bolsa Basura Mediana 1pza,5.00,2.30,2.70
,24/04/2024,,24.00,20.79,3.21
1.00,,Lala deslactosada 1lit,24.00,20.79,3.21
,24/04/2024,,32.00,24.60,7.40
1.00,,Totopos 280G Normal,32.00,24.60,7.40
,24/04/2024,,13.00,9.28,3.72
1.00,,BubuLubu Ricolino 35g,10.00,7.80,2.20
2.00,,Clorets Menta 2.8gr 2Pastillas,3.00,1.48,1.52
,24/04/2024,,197.00,186.23,10.77
1.00,,COCA RETORNABLE 3LTS PAQ 6PZA,197.00,186.23,10.77
,24/04/2024,,197.00,186.23,10.77
1.00,,COCA RETORNABLE 3LTS PAQ 6PZA,197.00,186.23,10.77
,24/04/2024,,40.00,33.18,6.82
0.29,,Jamon Rebanado Suly 1kg,20.00,15.94,4.06
0.16,,Queso De Hebra,20.00,17.24,2.76
,24/04/2024,,50.00,41.98,8.02
1.00,,Mantequilla Primavera Barra,20.00,16.13,3.87
0.24,,Queso De Hebra,30.00,25.85,4.15
,24/04/2024,,387.00,361.07,25.93
7.00,,Envios De Recargas,7.00,0.07,6.93
380.00,,RECARGAS XTREME (MULTICEL-MINISUPER),380.00,361.00,19.00
,24/04/2024,,25.00,20.27,4.73
1.00,,Coca Cola Vidrio 1 1/4,24.00,19.87,4.13
1.00,,Vaso Individual del #8 1pza,1.00,0.40,0.60
,24/04/2024,,90.00,80.00,10.00
2.00,,Epura Garrafon 20 Lts,90.00,80.00,10.00
,24/04/2024,,58.00,47.37,10.63
1.00,,Mediacrema Lala 480ml,26.00,21.99,4.01
1.00,,Pure De Tomate Del Fuerte 345g,15.00,11.38,3.62
1.00,,Queso Crema La Escondida 250g,17.00,14.00,3.00
,24/04/2024,,56.00,45.55,10.45
1.00,,Fresca Jumbo 3lts,38.00,31.17,6.83
1.00,,Vitaloe Mega 500ml,18.00,14.38,3.62
,24/04/2024,,53.00,43.65,9.35
1.00,,Coca Cola Vidrio 1 1/4,24.00,19.87,4.13
1.00,,Mantecadas Vainilla C/6pzas 187.5gr,29.00,23.78,5.22
,24/04/2024,,100.00,84.30,15.70
0.40,,Queso De Hebra,50.00,43.09,6.91
0.46,,Queso Fresco,50.00,41.21,8.79
,24/04/2024,,67.00,55.00,12.00
1.00,,Jamon Rebanado Suly 1kg,67.00,55.00,12.00
,24/04/2024,,12.00,7.42,4.58
2.00,,Cigarro Marlboro Individual 1Pza,12.00,7.42,4.58
,24/04/2024,,38.00,31.04,6.96
1.00,,Coca Retornable 3LTS 3068,38.00,31.04,6.96
,24/04/2024,,61.00,50.13,10.87
1.00,,Espagueti 200 gr,9.00,6.62,2.38
1.00,,Mediacrema Lala 250g,15.00,13.03,1.97
1.00,,Queso Crema La Escondida 250g,17.00,14.00,3.00
0.19,,Queso Fresco,20.00,16.48,3.52
,24/04/2024,,24.00,17.56,6.44
1.00,,Pepsi 1.5Lt,24.00,17.56,6.44
,24/04/2024,,537.00,515.48,21.52
522.00,,ICSI Pago Servicio TMAC,522.00,511.56,10.44
1.00,,Icsi Comision Servicio TMAC (501-750),15.00,3.92,11.08
,24/04/2024,,24.00,17.56,6.44
1.00,,Pepsi 1.5Lt,24.00,17.56,6.44
,24/04/2024,,999.60,976.50,23.10
1050.00,,MASTERXTREME MAYOREO RECARGA,999.60,976.50,23.10
,24/04/2024,,89.00,76.51,12.49
0.72,,Jamon Rebanado Suly 1kg,50.00,39.85,10.15
1.00,,HUEVO CRIO 1/2 CONO,39.00,36.66,2.34
,24/04/2024,,16.00,12.04,3.96
1.00,,Agua Ciel 1.5 Lts 4721,16.00,12.04,3.96
,24/04/2024,,26.00,16.00,10.00
2.00,,Flanax 550 C/Uno,26.00,16.00,10.00
,24/04/2024,,24.00,19.87,4.13
1.00,,Coca Cola Vidrio 1 1/4,24.00,19.87,4.13
,24/04/2024,,129.00,88.56,40.44
2.00,,Magnus Sobre Omnilife 20g,34.00,23.06,10.94
2.00,,Powermaker Sobre Omnilife,58.00,40.16,17.84
2.00,,Homo Omnilife 1sobre,37.00,25.34,11.66
,24/04/2024,,40.50,32.17,8.33
1.00,,Sprite 3lts,38.00,31.17,6.83
1.00,,Gel Fix Sobre 15gr,2.50,1.00,1.50
,24/04/2024,,61.00,44.00,17.00
1.00,,Agua Ciel 1lt 310883,13.00,9.21,3.79
1.00,,Elite Higienico Mediano 300 Hjs,25.00,20.23,4.77
1.00,,Rebanadas Bimbo,8.00,6.56,1.44
1.00,,Prestobarba Guillette Ultragrip 2Hj,15.00,8.00,7.00
,24/04/2024,,30.00,24.00,6.00
2.00,,yoghurt griego fresa 220g,30.00,24.00,6.00
,24/04/2024,,22.00,18.04,3.96
1.00,,Donas 6p Bimbo 158g,22.00,18.04,3.96
,24/04/2024,,202.00,186.23,15.77
1.00,,Servicio Domicilio,5.00,0.00,5.00
1.00,,COCA RETORNABLE 3LTS PAQ 6PZA,197.00,186.23,10.77
,24/04/2024,,10.00,5.98,4.02
2.00,,Tabcin 500 Rojo Contra La Gripe,10.00,5.98,4.02
,24/04/2024,,38.00,31.04,6.96
1.00,,Coca Retornable 3LTS 3068,38.00,31.04,6.96
,24/04/2024,,677.50,573.15,104.35
2.00,,yoghurt griego fresa 220g,30.00,24.00,6.00
8.00,,Huevo Crio Individual 1pza,24.00,19.52,4.48
2.00,,Lala deslactosada 1lit,48.00,41.58,6.42
1.00,,Leche Nito Bebida Chocolate 236G,13.00,10.66,2.34
3.00,,Activia Ciruela Pasa 250g,51.00,33.39,17.61
3.00,,Yomi Lala Fresa 190ml,33.00,19.50,13.50
7.00,,Clorets Menta 2.8gr 2Pastillas,10.50,5.18,5.32
5.00,,Maxair Menta 2.8gr 2pastillas,7.50,2.85,4.65
5.00,,Bubbaloo Fresa 5.1gr,7.50,4.25,3.25
1.00,,FANTA 3LT 2FRESA-2NJA-2FRESCA-2SIDRAL PAQ8PZ,274.00,249.34,24.66
1.00,,FANTA 600ML 3NJA-3FSA-3SIDRAL-3FRESCA PAQ12PZ,179.00,162.88,16.12
,24/04/2024,,88.00,72.18,15.82
1.00,,Coca Jumbo 3lts 4745,50.00,41.01,8.99
1.00,,Fresca Jumbo 3lts,38.00,31.17,6.83
,24/04/2024,,18.00,11.13,6.87
3.00,,Cigarro Marlboro Individual 1Pza,18.00,11.13,6.87
,24/04/2024,,51.00,47.51,3.49
1.00,,Envios De Recargas,1.00,0.01,0.99
50.00,,RECARGAS XTREME (MULTICEL-MINISUPER),50.00,47.50,2.50
,24/04/2024,,41.00,37.21,3.79
1.00,,Bolsa Individual Polipapel Gde 1pza,2.00,0.55,1.45
1.00,,HUEVO CRIO 1/2 CONO,39.00,36.66,2.34
,24/04/2024,,91.00,62.27,28.73
1.00,,Electrolit Coco 625ml,25.00,16.61,8.39
1.00,,Electrolit Fresa 625 Ml,25.00,16.50,8.50
1.00,,Electrolit Uva 625 Ml,25.00,16.45,8.55
1.00,,Vive 100 Guarana Botella 500ml,16.00,12.71,3.29
,24/04/2024,,53.00,41.91,11.09
1.00,,Gansito Tradicional 1p 50g,17.00,13.28,3.72
1.00,,Cheetos Flamin Hot 52gr,14.00,11.13,2.87
1.00,,disfruta chocogalleta fresa 307g,22.00,17.50,4.50
,24/04/2024,,41.00,32.93,8.07
1.00,,Fruts Gamesa 130gr 100714,24.00,19.49,4.51
1.00,,Takis original mas 70 gr,17.00,13.44,3.56
,24/04/2024,,36.00,28.69,7.31
1.00,,Florentinas Cajeta 83g,19.00,15.25,3.75
1.00,,Barritas Fresa Mas Galleta 75g,17.00,13.44,3.56
,24/04/2024,,19.00,15.25,3.75
1.00,,Florentinas Cajeta 83g,19.00,15.25,3.75
,24/04/2024,,27.00,22.20,4.80
1.00,,Palomitas Extramantequilla 85g,13.00,11.07,1.93
1.00,,Cheetos Flamin Hot 52gr,14.00,11.13,2.87
,24/04/2024,,45.00,36.54,8.46
0.29,,Jamon Rebanado Suly 1kg,20.00,15.94,4.06
0.23,,Queso Fresco,25.00,20.60,4.40
,24/04/2024,,17.00,12.94,4.06
1.00,,Gel Ego Atraction,17.00,12.94,4.06
,24/04/2024,,33.00,25.89,7.11
1.00,,Mediacrema Lala 250g,15.00,13.03,1.97
1.00,,Pure De Tomate Del Fuerte 345g,15.00,11.38,3.62
2.00,,Clorets Menta 2.8gr 2Pastillas,3.00,1.48,1.52
,24/04/2024,,38.00,30.60,7.40
1.00,,Talco Dos Caras 150gr,38.00,30.60,7.40
,24/04/2024,,16.00,12.68,3.32
1.00,,Valle Frut Citrus 600ML 330683,16.00,12.68,3.32
,24/04/2024,,101.00,95.01,5.99
1.00,,Envios De Recargas,1.00,0.01,0.99
100.00,,RECARGAS XTREME (MULTICEL-MINISUPER),100.00,95.00,5.00
,24/04/2024,,17.00,13.69,3.31
1.00,,Doritos Pizzerolas 61g,17.00,13.69,3.31
,24/04/2024,,16.00,9.26,6.74
2.00,,Suavelastic Etapa 5 Individual Jumbo,16.00,9.26,6.74
,24/04/2024,,39.00,29.02,9.98
1.00,,Power Mora 500ml,22.00,15.58,6.42
1.00,,Takis Fuego Mas Picante 65g,17.00,13.44,3.56
,24/04/2024,,12.00,0.00,12.00
2.00,,Caja Vacia De Huevo,12.00,0.00,12.00
,24/04/2024,,10.00,8.40,1.60
10.00,,Bombon Individual,10.00,8.40,1.60
,24/04/2024,,69.00,57.17,11.83
1.00,,Lala deslactosada 1lit,24.00,20.79,3.21
1.00,,Toallitas suavelastic 100pz,45.00,36.38,8.62
,24/04/2024,,541.00,503.61,37.39
11.00,,Envios De Recargas,11.00,0.11,10.89
530.00,,ICSI Recargas Xtreme,530.00,503.50,26.50
,24/04/2024,,39.00,29.43,9.57
1.00,,Petalo ULTRARESISTENTE 300Hs,27.00,22.21,4.79
1.00,,XL-3 Extra Gripa y tos Par,12.00,7.22,4.78
,24/04/2024,,19.00,15.25,3.75
1.00,,Emperador Piruetas 115g 101112,19.00,15.25,3.75
,24/04/2024,,40.00,29.47,10.53
5.00,,Huevo Crio Individual 1pza,15.00,12.20,2.80
0.51,,Salchijocho Pavo Any Agranel,25.00,17.27,7.73
,24/04/2024,,28.00,23.18,4.82
1.00,,Mayonesa #4 105g,18.00,15.21,2.79
0.14,,Jamon Rebanado Suly 1kg,10.00,7.97,2.03
,24/04/2024,,3.50,1.93,1.57
1.00,,Cerillo Clasico Individual,3.50,1.93,1.57
,24/04/2024,,123.00,107.72,15.28
1.00,,Queso De Hebra,123.00,107.72,15.28
,24/04/2024,,24.00,22.36,1.64
1.00,,Azucar 1 Kg,24.00,22.36,1.64
,24/04/2024,,45.00,40.00,5.00
1.00,,Epura Garrafon 20 Lts,45.00,40.00,5.00
,24/04/2024,,6.00,4.88,1.12
2.00,,Huevo Crio Individual 1pza,6.00,4.88,1.12
,24/04/2024,,33.00,27.09,5.91
1.00,,Barras de Coco 106g 100957,19.00,15.25,3.75
1.00,,Bizcochito Gamesa 150G 100173,14.00,11.84,2.16
,24/04/2024,,62.50,53.86,8.64
0.50,,Queso De Hebra,62.50,53.86,8.64
,25/04/2024,,9.00,3.77,5.23
1.00,,Bolsa Basura Grande 1pza,9.00,3.77,5.23
,25/04/2024,,73.00,52.79,20.21
1.00,,Agua Ciel Mineralizada 2 Lts 305742,27.00,18.49,8.51
1.00,,Agua Ciel  Mineralizada 600ml 308248,18.00,12.04,5.96
2.00,,Cheetos Poff Azules 41gr,28.00,22.26,5.74
,25/04/2024,,38.00,31.21,6.79
1.00,,Wildrot 100ml,38.00,31.21,6.79
,25/04/2024,,24.00,9.92,14.08
16.00,,Hojas De Colores,24.00,9.92,14.08
,25/04/2024,,11.00,6.50,4.50
1.00,,Yomi Lala Fresa 190ml,11.00,6.50,4.50
,25/04/2024,,17.00,12.70,4.30
1.00,,Yoghurt Yoplait Fresa 220g 9140,14.00,11.00,3.00
2.00,,Bubbaloo Fresa 5.1gr,3.00,1.70,1.30
,25/04/2024,,29.00,23.54,5.46
1.00,,Marcador Esterbrook Permanente Negro,29.00,23.54,5.46
,25/04/2024,,25.00,13.03,11.97
1.00,,Agua Ciel 1lt 310883,13.00,9.21,3.79
1.00,,HOJAS CARTA PAQ 20 PZ,12.00,3.82,8.18
,25/04/2024,,999.60,976.50,23.10
1050.00,,MASTERXTREME MAYOREO RECARGA,999.60,976.50,23.10
,25/04/2024,,10.00,7.79,2.21
1.00,,Agua Ciel 600ml 307906,10.00,7.79,2.21
,25/04/2024,,26.00,21.30,4.70
1.00,,Libreta Scribe Raya 100hj,26.00,21.30,4.70
,25/04/2024,,999.60,976.50,23.10
1050.00,,MASTERXTREME MAYOREO RECARGA,999.60,976.50,23.10
,25/04/2024,,500.00,490.00,10.00
500.00,,MASTER SERVICIOS XTREME,500.00,490.00,10.00
,25/04/2024,,58.50,51.58,6.92
0.50,,Frijol Michigan Mustang Kg,19.50,14.92,4.58
1.00,,HUEVO CRIO 1/2 CONO,39.00,36.66,2.34
,25/04/2024,,1000.02,976.50,23.52
1050.00,,MASTER TMAC MAYOREO RECARGA,1000.02,976.50,23.52
,25/04/2024,,38.00,31.04,6.96
1.00,,Coca Retornable 3LTS 3068,38.00,31.04,6.96
,25/04/2024,,11.00,8.48,2.52
1.00,,Coca Cola 250ml Plastico,11.00,8.48,2.52
,25/04/2024,,9.00,4.10,4.90
1.00,,Cascaron De Un Octavo 1/8,9.00,4.10,4.90
,25/04/2024,,24.00,17.56,6.44
1.00,,Pepsi 1.5Lt,24.00,17.56,6.44
,25/04/2024,,999.60,976.50,23.10
1050.00,,MASTERXTREME MAYOREO RECARGA,999.60,976.50,23.10
,25/04/2024,,5.00,3.25,1.75
1.00,,Bubbaloo Paleta Xtreme Fresa 1Pz,5.00,3.25,1.75
,25/04/2024,,79.00,65.96,13.04
1.00,,Arroz 1kg,21.00,17.81,3.19
1.00,,Jamaica bolsa 100gr,19.00,11.49,7.51
1.00,,HUEVO CRIO 1/2 CONO,39.00,36.66,2.34
,25/04/2024,,929.00,879.84,49.16
1.00,,Servicio Domicilio,5.00,0.00,5.00
12.00,,HUEVO CRIO CONO 30PZ,924.00,879.84,44.16
,25/04/2024,,21.00,17.08,3.92
7.00,,Huevo Crio Individual 1pza,21.00,17.08,3.92
,25/04/2024,,20.29,11.84,8.45
2.00,,Desenfriol D 1par,20.29,11.84,8.45
,25/04/2024,,16.00,12.04,3.96
1.00,,Agua Ciel 1.5 Lts 4721,16.00,12.04,3.96
,25/04/2024,,48.00,43.15,4.85
1.00,,Azucar 1 Kg,24.00,22.36,1.64
1.00,,Lala deslactosada 1lit,24.00,20.79,3.21
,25/04/2024,,24.00,20.26,3.74
1.00,,Patrona 500 ml,24.00,20.26,3.74
,25/04/2024,,38.00,31.04,6.96
1.00,,Coca Retornable 3LTS 3068,38.00,31.04,6.96
,25/04/2024,,197.00,186.23,10.77
1.00,,COCA RETORNABLE 3LTS PAQ 6PZA,197.00,186.23,10.77
,25/04/2024,,12.00,3.82,8.18
1.00,,HOJAS CARTA PAQ 20 PZ,12.00,3.82,8.18
,25/04/2024,,10.00,7.08,2.92
1.00,,Valle Frut Citrus 355 ml 342198,10.00,7.08,2.92
,25/04/2024,,9.00,7.32,1.68
3.00,,Huevo Crio Individual 1pza,9.00,7.32,1.68
,25/04/2024,,250.00,224.78,25.22
1.00,,PEPSI 3LTS PAQ 8PZ,250.00,224.78,25.22
,25/04/2024,,38.00,31.17,6.83
