Documento,Cantidad,Fecha,Producto,Precio,Total
PZA,1,,Pepsi 1.5Lt,24,24
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,09/06/2024,,,
PZA,1,,Electrolit Coco 625ml,25,25
PZA,3,,Yakult 80ml,10,30
Ticket,,09/06/2024,,,
PZA,1,,Bimbuñuelos C/6pzas 99gr,21,21
Ticket,,09/06/2024,,,
PZA,1,,Cheetos Nacho 52gr,14,14
PZA,1,,Runners 58g,16,16
PZA,1,,Big Mix Queso 75g,17,17
Ticket,,09/06/2024,,,
PZA,1,,Pepsi 600 Ml,17,17
Ticket,,09/06/2024,,,
PZA,4,,Cotonetes Kiuts Sobre,4,16
Ticket,,09/06/2024,,,
PZA,1,,Pepsi Jumbo 3Lt,37,37
Ticket,,09/06/2024,,,
PZA,1,,Ruffles Queso 52g,17,17
Ticket,,09/06/2024,,,
,,,,,
PZA,2,,Queso philadelphia 90gr 8628,26,52
Ticket,,09/06/2024,,,
PZA,1,,Electrolit Fresa 625 Ml,25,25
Ticket,,09/06/2024,,,
PZA,1,,Dove Barra Tono Uniforme 45g,55,55
Ticket,,09/06/2024,,,
PZA,2,,Electrolit Mora Azul 625ml,25,50
Ticket,,09/06/2024,,,
PZA,1,,Cigarro Marlboro Individual 1Pza,6,6
Ticket,,09/06/2024,,,
PZA,1,,Nectar Valle Durazno Minibrick 250ml,12,12
PZA,1,,Gatorade Mora 750ml,27,27
PZA,1,,Alpura Chocolate 200ml Chocopower,11,11
Ticket,,09/06/2024,,,
PZA,1,,Canelitas Marinela 120g,21,21
Ticket,,09/06/2024,,,
PZA,1,,Coca Cola 400ml,14,14
Ticket,,09/06/2024,,,
PZA,1,,Yomi Lala Fresa 190ml,11,11
PZA,1,,Cheetos Flamin Hot 52gr,14,14
Ticket,,09/06/2024,,,
PZA,2,,Gelatina Lala General 125gr 020556,7,14
PZA,1,,Gansito Tradicional 1p 50g,17,17
PZA,1,,Yoghurt Yoplait Fresa 330g 9112,18,18
Ticket,,09/06/2024,,,
PZA,1,,Mamut 44g 513700,10,10
PZA,0.16,,Queso De Hebra,126,20
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,09/06/2024,,,
PZA,1,,Bolsa Individual Polipapel Gde 1pza,2,2
PZA,2,,Peñafiel Agua Mineralizada 600,18,36
PZA,2,,Peñafiel Twist Con Limon Y Sal 600ml,18,36
PZA,2,,Fanta Fresa 600ml,18,36
PZA,1,,Fresca 600ml,18,18
PZA,1,,Sidral Mundet 600ml,18,18
Ticket,,09/06/2024,,,
PZA,1,,Rancheritos 60g El Mero Mero,15,15
PZA,1,,Ruffles Queso 52g,17,17
,,,,,
Ticket,,09/06/2024,,,
PZA,0.48,,Queso De Hebra,126,60
Ticket,,09/06/2024,,,
PZA,1,,Big Mix Inglesa Limon 75g,17,17
PZA,1,,Epura 1.5 lt,16,16
PZA,1,,Gatorade Uva 1 Litro,33,33
Ticket,,09/06/2024,,,
PZA,0.4,,Queso De Hebra,126,50
Ticket,,09/06/2024,,,
PZA,1,,Chivacola Botella Omnilife 600ml,18,18
Ticket,,09/06/2024,,,
PZA,1,,Platanitos Fritos Y Chicharrones (bananitas),18,18
PZA,0.4,,Queso De Hebra,126,50
PZA,1,,Tortillina Tia Rosa 306g,25,25
Ticket,,09/06/2024,,,
PZA,1,,Coca Cola Vidrio 1 1/4,24,24
Ticket,,09/06/2024,,,
PZA,1,,Tapa de Plastico Para Vaso Termico 1lt Y 1/2lt,25,25
Ticket,,09/06/2024,,,
PZA,4,,Suavelastic Etapa 5 Individual Jumbo,8,32
Ticket,,09/06/2024,,,
PZA,0.36,,Jamon Rebanado Suly 1kg,69,25
Ticket,,09/06/2024,,,
PZA,0.24,,Queso De Hebra,126,30
Ticket,,09/06/2024,,,
PZA,1,,Mini Takis Fuego 35,10.8,10.8
PZA,1,,Papatinas Chips Fuego 31g,15,15
PZA,1,,chips fuego 62g,21,21
Ticket,,09/06/2024,,,
PZA,1,,Diavolin,15,15
Ticket,,09/06/2024,,,
PZA,1,,Senzao Guarana 600ml 8330,18,18
Ticket,,09/06/2024,,,
PZA,1,,Nectar Valle Durazno Cristal 413ml,18,18
Ticket,,09/06/2024,,,
PZA,1,,Pepsi 1.5Lt,24,24
Ticket,,09/06/2024,,,
PZA,1,,Mediacrema Lala 250g,15,15
,,,,,
Ticket,,09/06/2024,,,
PZA,0.29,,Jamon Rebanado Suly 1kg,69,20
PZA,1,,QUESO CREMA 1 BARRA,53,53
PZA,2.96,,Queso De Hebra,125,369.5
Ticket,,09/06/2024,,,
PZA,1,,Cigarro Marlboro Individual 1Pza,6,6
PZA,1,,Cheetos Flamin Hot 52gr,14,14
Ticket,,09/06/2024,,,
PZA,1,,Bolsa Individual Polipapel Gde 1pza,2,2
PZA,1,,Azucar 1 Kg,24,24
PZA,1,,VASO #8 PLASTICO PAQ 50PZA,31,31
PZA,1,,Vaso de Unicel #8 Paq 25pzas,17,17
Ticket,,09/06/2024,,,
PZA,3,,Clorets Plus 4pastillas,3,9
PZA,1,,Chip jalapeño 62g,21,21
Ticket,,09/06/2024,,,
PZA,1,,Mayonesa #8 190g,27,27
PZA,0.2,,Salchijocho Pavo Any Agranel,49,10
PZA,1,,HUEVO CRIO 1/2 CONO,34,34
Ticket,,09/06/2024,,,
PZA,4,,Cal 1kg,8,32
Ticket,,09/06/2024,,,
PZA,2,,Clorets Menta 2.8gr 2Pastillas,1.5,3
Ticket,,09/06/2024,,,
PZA,1,,Vogue Higienico De Rollo Ind,8,8
Ticket,,09/06/2024,,,
PZA,3,,Huevo Crio Individual 1pza,3,9
PZA,1,,Pan Molido Bimbo Clasico 210g,28,28
PZA,1,,Bolsa Individual Polipapel Gde 1pza,2,2
PZA,1,,Patrona 1 Litro,46,46
PZA,1,,Premier Higienico 425 Hjs,31,31
PZA,1,,Nutrileche 1pza,20,20
Ticket,,09/06/2024,,,
PZA,1,,Mantequilla La Villita 90gr,14,14
Ticket,,09/06/2024,,,
PZA,1050,,MASTERXTREME MAYOREO RECARGA,0.95,999.6
Ticket,,09/06/2024,,,
PZA,1,,Patrona 1 Litro,46,46
,,,,,
PZA,1,,Arroz 1kg,21,21
PZA,1,,Azucar 1 Kg,24,24
Ticket,,09/06/2024,,,
PZA,1,,Cheetos Poff Azules 41gr,14,14
PZA,1,,Sabritas Adobadas 42gm,17,17
PZA,1,,Fresca Jumbo 3lts,38,38
Ticket,,09/06/2024,,,
PZA,1,,Peñafiel Naranjada 600ml,18,18
Ticket,,09/06/2024,,,
PZA,18,,Envios De Recargas,1,18
PZA,985,,RECARGAS XTREME (MULTICEL-MINISUPER),1,985
Ticket,,09/06/2024,,,
PZA,1050,,MASTERXTREME MAYOREO RECARGA,0.95,999.6
Ticket,,09/06/2024,,,
PZA,3,,Alpura Chocolate 200ml Chocopower,11,33
PZA,1,,Electrolit 355ml Uva,16,16
Ticket,,09/06/2024,,,
PZA,1,,Vuala Chocolate 1pza,18,18
PZA,1,,HUEVO CRIO 1/2 CONO,34,34
PZA,1,,Foca 500gr,24,24
PZA,1,,Jabon Neustroskin 140gr,15,15
Ticket,,09/06/2024,,,
PZA,2,,Cigarro Marlboro Individual 1Pza,6,12
Ticket,,09/06/2024,,,
PZA,1,,Cafe Unico Sobre 14g,7,7
Ticket,,09/06/2024,,,
PZA,1,,Coca Jumbo 3lts 4745,50,50
Ticket,,09/06/2024,,,
PZA,1,,Electrolit Coco 625ml,25,25
Ticket,,09/06/2024,,,
PZA,1,,Doritos 3D Nacho 50gr,18,18
Ticket,,10/06/2024,,,
PZA,0.16,,Queso De Hebra,126,20
PZA,0.5,,Azucar 1 Kg,25,12.5
PZA,1,,HUEVO CRIO CONO 30PZ,66,66
PZA,1,,Coca Lata 355ml,20,20
Ticket,,10/06/2024,,,
PZA,1,,Coca Cola 600ml,19,19
,,,,,
PZA,1,,Roles Con Canela 3pza. 180g,25,25
PZA,1,,Yomi Lala Fresa 190ml,11,11
Ticket,,10/06/2024,,,
PZA,1,,Vuala Chocolate 1pza,18,18
Ticket,,10/06/2024,,,
PZA,1,,Folder Carta Beige,6,6
Ticket,,10/06/2024,,,
PZA,1,,Importe Botella,10,10
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,10/06/2024,,,
PZA,1,,Ruffles Queso 52g,17,17
PZA,3,,Vaso Individual del #8 1pza,1,3
Ticket,,10/06/2024,,,
PZA,1,,Valle Frut Citrus 355 ml 342198,10,10
Ticket,,10/06/2024,,,
PZA,1,,Patrona 1 Litro,46,46
PZA,1,,HUEVO CRIO 1/2 CONO,34,34
Ticket,,10/06/2024,,,
PZA,1,,Valle Frut Citrus 355 ml 342198,10,10
Ticket,,10/06/2024,,,
PZA,1,,Nescafe Clasico 42g,33,33
Ticket,,10/06/2024,,,
PZA,1,,Fresca 600ml,18,18
Ticket,,10/06/2024,,,
PZA,1,,Turbo Cargador Combo Tipo C 1HORA,100,100
Ticket,,10/06/2024,,,
PZA,2,,COPIA CREDENCIAL,2,4
Ticket,,10/06/2024,,,
PZA,12,,Bombon Individual,1,12
Ticket,,10/06/2024,,,
PZA,1,,Horchata Flor de Tabasco 250ml,20,20
PZA,0.24,,Queso De Hebra,126,30
Ticket,,10/06/2024,,,
PZA,1,,Baygon Total 430ML,65,65
Ticket,,10/06/2024,,,
PZA,1,,Fanta Naranja 600ml,18,18
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,10/06/2024,,,
,,,,,
PZA,0.12,,Queso De Hebra,126,14.99
Ticket,,10/06/2024,,,
PZA,1,,Caja Vacia De Huevo,6,6
Ticket,,10/06/2024,,,
PZA,1,,Coca Cola 600ml,19,19
PZA,0.18,,Queso Fresco,109,20
Ticket,,10/06/2024,,,
PZA,1,,Queso Crema La Escondida 250g,17,17
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,10/06/2024,,,
PZA,1,,Coca Cola 600ml,19,19
Ticket,,10/06/2024,,,
PZA,1,,NUTRILECHE FRIA 1PZ,22,22
Ticket,,10/06/2024,,,
PZA,0.28,,Queso Fresco,109,30
Ticket,,10/06/2024,,,
PZA,1,,Pepsi 400 Ml,12,12
Ticket,,10/06/2024,,,
PZA,1,,Coca Cola Vidrio 1 1/4,24,24
Ticket,,10/06/2024,,,
PZA,1,,Cheetos Torcido Naranja 52g,14,14
PZA,1,,Platanitos Fritos Y Chicharrones (bananitas),18,18
Ticket,,10/06/2024,,,
PZA,0.4,,Queso De Hebra,126,50
PZA,0.5,,Salchijocho Pavo Any Agranel,49,24.5
Ticket,,10/06/2024,,,
PZA,1,,Coca Cola 600ml,19,19
Ticket,,10/06/2024,,,
PZA,1,,Epura 1 lt,13,13
Ticket,,10/06/2024,,,
PZA,1,,Pepsi Jumbo 3Lt,37,37
Ticket,,10/06/2024,,,
PZA,1,,Coca Cola 600ml,19,19
Ticket,,10/06/2024,,,
PZA,1,,Arroz 1kg,21,21
Ticket,,10/06/2024,,,
PZA,1,,Agua Ciel 1.5 Lts 4721,16,16
PZA,2,,Electrolit Mora Azul 625ml,25,50
,,,,,
Ticket,,10/06/2024,,,
PZA,1,,PEPSI 3LTS PAQ 8PZ,250,250
PZA,1,,COCA RETORNABLE 3LTS PAQ 6PZA,197,197
Ticket,,10/06/2024,,,
PZA,1,,Coca Cola Vidrio 1 1/4,24,24
Ticket,,10/06/2024,,,
PZA,1,,Electrolit Mora Azul 625ml,25,25
Ticket,,10/06/2024,,,
PZA,2,,Pancrema 151g,13,26
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,10/06/2024,,,
PZA,525,,MASTERXTREME MAYOREO RECARGA,0.95,499.8
Ticket,,10/06/2024,,,
PZA,1,,Cerillo Flama Grande,7,7
PZA,1,,Totopos 280G Normal,32,32
Ticket,,10/06/2024,,,
PZA,1,,Totopos 280G Normal,32,32
Ticket,,10/06/2024,,,
PZA,2000,,MASTER SERVICIOS XTREME,1,2000
Ticket,,10/06/2024,,,
PZA,576,,Abono Clientes Pay Joy,1,576
PZA,1,,Comision Pay Joy,15,15
Ticket,,10/06/2024,,,
PZA,1,,Agua Ciel 600ml 307906,10,10
Ticket,,10/06/2024,,,
PZA,1,,Electrolit Mora Azul 625ml,25,25
Ticket,,10/06/2024,,,
PZA,1,,Vuala Chocolate 1pza,18,18
Ticket,,10/06/2024,,,
PZA,2,,Caja Vacia De Huevo,6,12
Ticket,,10/06/2024,,,
PZA,1,,Agua Ciel  Mineralizada 600ml 308248,18,18
PZA,0.4,,Queso De Hebra,126,50
Ticket,,10/06/2024,,,
PZA,0.5,,Arroz 1kg,22,11
Ticket,,10/06/2024,,,
PZA,2,,Vuala Chocolate 1pza,18,36
Ticket,,10/06/2024,,,
,,,,,
PZA,1,,Coca Cola 600ml,19,19
PZA,1,,Agua Ciel 1.5 Lts 4721,16,16
Ticket,,10/06/2024,,,
PZA,2,,Vaso Individual del #8 1pza,1,2
Ticket,,10/06/2024,,,
PZA,2,,Takis Fuego Mas Picante 65g,17,34
Ticket,,10/06/2024,,,
PZA,1,,Agua Ciel  Mineralizada 600ml 308248,18,18
Ticket,,10/06/2024,,,
PZA,1,,Ruffles Queso 52g,17,17
PZA,1,,Cheetos Palomitas Queso 29gr,14,14
PZA,1,,Epura 600 ml,10,10
PZA,2,,Mediacrema Nestle lata 225g,18,36
PZA,1,,Horchata Flor de Tabasco 250ml,20,20
PZA,0.28,,Queso Fresco,109,30
Ticket,,10/06/2024,,,
PZA,1,,Pepsi Jumbo 3Lt,37,37
Ticket,,10/06/2024,,,
PZA,2,,Vaso Individual del #8 1pza,1,2
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,10/06/2024,,,
PZA,1,,Jamon Rebanado Suly 1kg,67,67
Ticket,,10/06/2024,,,
PZA,1,,Navaja Gillette Individual,6,6
Ticket,,10/06/2024,,,
PZA,2,,Cigarro Marlboro Individual 1Pza,6,12
Ticket,,10/06/2024,,,
PZA,1,,Chorizo De Pavo Fud 4pzas 200gr 262,35,35
PZA,1,,Fruts Gamesa 130gr 100714,24,24
PZA,1,,Vitaloe Mega 500ml,18,18
Ticket,,10/06/2024,,,
PZA,0.5,,Azucar 1 Kg,25,12.5
Ticket,,10/06/2024,,,
PZA,1,,Electrolit Fresa 625 Ml,25,25
PZA,0.16,,Queso De Hebra,126,20
Ticket,,10/06/2024,,,
PZA,3,,Cigarro Marlboro Individual 1Pza,6,18
PZA,1,,Electrolit Fresa 625 Ml,25,25
,,,,,
Ticket,,10/06/2024,,,
PZA,1,,Pila Rayovac Triple AAA par,22,22
Ticket,,10/06/2024,,,
PZA,1,,Turbo Cargador Combo Tipo C 1HORA,100,100
PZA,1,,Chip29 Telcel Sin Saldo Activar C/50 Saldo,29,29
Ticket,,10/06/2024,,,
PZA,1,,Lapicero Bic Azul Mediano,6,6
Ticket,,10/06/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,10/06/2024,,,
PZA,1,,ruffles mega crunch jalapeño 42g,17,17
PZA,1,,Cheetos Poff Azules 41gr,14,14
Ticket,,10/06/2024,,,
PZA,1,,Mediacrema Lala 250g,15,15
PZA,0.5,,Arroz 1kg,22,11
Ticket,,10/06/2024,,,
PZA,1,,Valle Frut Citrus 600ML 330683,16,16
PZA,1,,Roles Con Canela 3pza. 180g,25,25
Ticket,,10/06/2024,,,
PZA,1,,Ruffles Queso 52g,17,17
PZA,1,,Coca Cola 400ml,14,14
Ticket,,10/06/2024,,,
PZA,1,,Fanta Jumbo Fresa 3lts,38,38
Ticket,,10/06/2024,,,
PZA,1,,Senzao Guarana 600ml 8330,18,18
Ticket,,10/06/2024,,,
PZA,1,,Predator energy 473ml,19,19
Ticket,,10/06/2024,,,
PZA,1,,Clorets Menta 2.8gr 2Pastillas,1.5,1.5
Ticket,,10/06/2024,,,
PZA,1,,Coca Cola 600ml,19,19
PZA,1,,Mamut 44g 513700,10,10
Ticket,,10/06/2024,,,
PZA,2,,Cigarro Marlboro Individual 1Pza,6,12
Ticket,,10/06/2024,,,
PZA,1,,Peñafiel Agua Mineralizada 600,18,18
Ticket,,10/06/2024,,,
PZA,1,,Mayonesa #8 190g,27,27
,,,,,
PZA,0.32,,Queso De Hebra,126,40.01
Ticket,,10/06/2024,,,
PZA,12,,Envios De Recargas,1,12
PZA,950,,ICSI Recargas Xtreme,1,950
Ticket,,10/06/2024,,,
PZA,10,,Envios De Recargas,1,10
PZA,710,,RECARGAS XTREME (MULTICEL-MINISUPER),1,710
Ticket,,10/06/2024,,,
PZA,1,,Vogue Higienico De Rollo Ind,8,8
Ticket,,10/06/2024,,,
PZA,0.46,,Queso Fresco,109,50
Ticket,,10/06/2024,,,
PZA,4,,Clorets Menta 2.8gr 2Pastillas,1.5,6
PZA,2,,Agua Ciel 1.5 Lts 4721,16,32
Ticket,,10/06/2024,,,
PZA,1,,Yoghurt Yoplait Fresa 330g 9112,18,18
Ticket,,10/06/2024,,,
PZA,3,,Vaso Individual del #8 1pza,1,3
PZA,1,,Fanta Jumbo Naranja 3lts,38,38
Ticket,,10/06/2024,,,
PZA,2,,Vaso Individual del #8 1pza,1,2
PZA,1,,Cremax Chocolate 213g,31,31
Ticket,,10/06/2024,,,
PZA,0.2,,Queso De Hebra,126,25
Ticket,,10/06/2024,,,
PZA,1,,Agua Ciel 600ml 307906,10,10
Ticket,,10/06/2024,,,
PZA,1,,COMISION SERVICIOS 1001-1250( MULTI-SUSI ),25,25
PZA,1244,,PAGO SERVICIOS XTREME MULTIPAGOS,1,1244
Ticket,,10/06/2024,,,
PZA,1,,COMISION SERVICIO 751-1000( MULTI-SUSI ),20,20
PZA,1000,,PAGO SERVICIOS XTREME MULTIPAGOS,1,1000
Ticket,,10/06/2024,,,
PZA,0.4,,Queso De Hebra,126,50
Ticket,,10/06/2024,,,
PZA,2,,Mini Twinkies sabro chocolate 54 g,12,24
PZA,2,,Platanitos Fritos Y Chicharrones (bananitas),18,36
Ticket,,10/06/2024,,,
,,,,,
PZA,1050,,MASTERXTREME MAYOREO RECARGA,0.95,999.6
Ticket,,10/06/2024,,,
PZA,0.28,,Queso De Hebra,126,35
Ticket,,10/06/2024,,,
PZA,1,,Doritos Incognito 61g,18,18
PZA,1,,Gatorade Uva 1 Litro,33,33
PZA,1,,Alpura Chocolate 200ml Chocopower,11,11
Ticket,,10/06/2024,,,
PZA,1,,coca cola 1.350 ml,28,28
Ticket,,10/06/2024,,,
PZA,0.18,,Queso Fresco,109,20
Ticket,,10/06/2024,,,
PZA,1,,Big Mix 75g,16,16
Ticket,,10/06/2024,,,
PZA,1,,Kola Loka Brocha 5g,27,27
Ticket,,10/06/2024,,,
PZA,1,,Tang De Uva 25g,6,6
PZA,0.4,,Queso De Hebra,126,50
Ticket,,10/06/2024,,,
PZA,1,,Sidral Munded Jumbo 3 Lts,38,38
Ticket,,10/06/2024,,,
PZA,1,,Platanitos Fritos Y Chicharrones (bananitas),18,18
PZA,1,,Fritos Sal Y Limon 60g,15,15
PZA,1,,Ruffles Queso 52g,17,17
PZA,1,,Submarino De Fresa 140g,22,22
Ticket,,10/06/2024,,,
PZA,3,,Huevo Crio Individual 1pza,3,9
PZA,1,,Nescafe Dolca Sobre 10g,8,8
Ticket,,10/06/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,10/06/2024,,,
PZA,1,,Coca Lata 355ml,20,20
PZA,1,,Ruffles Mega Crunch Salsa Roja 42gr,17,17
Ticket,,10/06/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,10/06/2024,,,
PZA,6,,HUEVO CRIO CONO 30PZ,65,390
Ticket,,10/06/2024,,,
,,,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
PZA,1,,Bimbuñuelos C/6pzas 99gr,21,21
Ticket,,10/06/2024,,,
PZA,1,,Mamut 44g 513700,10,10
PZA,1,,Coca Cola 600ml,19,19
Ticket,,10/06/2024,,,
PZA,0.18,,Queso Fresco,109,20
Ticket,,10/06/2024,,,
PZA,1,,Axe Dark Temptation Spray Cab 150ml,65,65
Ticket,,10/06/2024,,,
PZA,1,,Doritos Flamin Hot 62gm,18,18
Ticket,,10/06/2024,,,
PZA,1,,Comision Pay Joy,15,15
PZA,174,,Abono Clientes Pay Joy,1,174
Ticket,,10/06/2024,,,
PZA,5,,Solicitud De Empleo 1Pza,2,10
Ticket,,10/06/2024,,,
PZA,2,,Concha vainilla 1pz 60g,11,22
Ticket,,10/06/2024,,,
PZA,1,,Pila Rayovac Alcalina Cuadrada,96,96
Ticket,,10/06/2024,,,
PZA,1,,HUEVO CRIO 1/2 CONO,34,34
Ticket,,10/06/2024,,,
PZA,0.34,,Jamon Rebanado Suly 1kg,69,23.46
PZA,1,,HUEVO CRIO 1/2 CONO,34,34
Ticket,,10/06/2024,,,
PZA,1,,Cheetos Flamin Hot 52gr,14,14
Ticket,,10/06/2024,,,
PZA,1,,Chocoroles Piña  2p 80G,21,21
PZA,1,,Bolsa Individual Polipapel Gde 1pza,2,2
PZA,1,,Pan bimbo Blanco Grande 640g,50,50
PZA,0.28,,Queso Fresco,109,30
PZA,0.24,,Queso De Hebra,126,30
PZA,1,,Elote Clemente jaques,13,13
PZA,2,,Mediacrema Lala 250g,15,30
Ticket,,10/06/2024,,,
PZA,1,,Cerillo Flama Grande,7,7
PZA,1,,Nutrileche 1pza,20,20
,,,,,
Ticket,,10/06/2024,,,
PZA,2,,Canela Sobre,6,12
Ticket,,10/06/2024,,,
PZA,0.28,,Queso Fresco,109,30
Ticket,,10/06/2024,,,
PZA,1,,Sabritas Sal Original 45g,17,17
PZA,1,,Chip jalapeño 62g,21,21
PZA,1,,Bolsa individual Asa Rayada Gde 1pz,3,3
PZA,2,,Valle Frut Citrus 3lt,36,72
Ticket,,10/06/2024,,,
PZA,1,,Sacapunta,3,3
PZA,1,,Lapiz Mirado 1pz,6,6
Ticket,,10/06/2024,,,
PZA,1,,HUEVO CRIO 1/2 CONO,34,34
Ticket,,10/06/2024,,,
PZA,0.4,,Queso De Hebra,126,50
Ticket,,10/06/2024,,,
PZA,1,,Doritos Incognito 61g,18,18
PZA,1,,Chokis Rellena 90g 046800,19,19
PZA,2,,Vuala Chocolate 1pza,18,36
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,10/06/2024,,,
PZA,1,,Pure De Tomate Del Fuerte 210 gr,8,8
PZA,1,,Nutrileche 1pza,20,20
PZA,1,,Mediacrema Lala 250g,15,15
PZA,2,,Espagueti 200 gr,9,18
PZA,1,,HUEVO CRIO CONO 30PZ,66,66
Ticket,,10/06/2024,,,
PZA,1,,Chip29 Telcel Sin Saldo Activar C/50 Saldo,29,29
Ticket,,10/06/2024,,,
PZA,1,,Rancheritos 60g El Mero Mero,15,15
Ticket,,10/06/2024,,,
PZA,1,,COCA RETORNABLE 3LTS PAQ 6PZA,197,197
Ticket,,10/06/2024,,,
PZA,1,,Mamut 44g 513700,10,10
PZA,1,,papas barcel adobo mexicano 45g,16,16
PZA,1,,Tostitos Salsa Verde 70g,16,16
Ticket,,10/06/2024,,,
,,,,,
PZA,1,,Cheetos Nacho 52gr,14,14
PZA,1,,Bimbuñuelos C/6pzas 99gr,21,21
Ticket,,10/06/2024,,,
PZA,1,,Takis Fuego Mas Picante 65g,17,17
Ticket,,10/06/2024,,,
PZA,1,,yoghurt griego fresa 220g,15,15
Ticket,,10/06/2024,,,
PZA,8,,Envios De Recargas,1,8
PZA,445,,RECARGAS XTREME (MULTICEL-MINISUPER),1,445
Ticket,,10/06/2024,,,
PZA,1,,Hielo Individual,5,5
PZA,1,,Paketaxo Quexo Gde  200gm,53,53
PZA,1,,Sidral mundet fresa kiwi 2 lts,30,30
Ticket,,10/06/2024,,,
PZA,1,,Epura 1.5 lt,16,16
Ticket,,10/06/2024,,,
PZA,1,,Envios De Recargas,1,1
PZA,100,,RECARGAS XTREME (MULTICEL-MINISUPER),1,100
Ticket,,10/06/2024,,,
PZA,525,,MASTER TMAC MAYOREO RECARGA,0.95,500.01
Ticket,,10/06/2024,,,
PZA,1050,,MASTERXTREME MAYOREO RECARGA,0.95,999.6
Ticket,,10/06/2024,,,
PZA,1,,coca cola 1.350 ml,28,28
Ticket,,10/06/2024,,,
PZA,1,,Nortomate 1 pz,2.5,2.5
PZA,1,,Norsuiza Individual,2.5,2.5
PZA,1,,Codito Numero 2,9,9
PZA,1,,Pepsi 1.5Lt,24,24
Ticket,,10/06/2024,,,
PZA,0.24,,Queso De Hebra,126,30
Ticket,,10/06/2024,,,
PZA,1,,HUEVO CRIO 1/2 CONO,34,34
PZA,1,,Barritas Moras 67gr,17,17
PZA,2,,Lala deslactosada 1lit,24,48
Ticket,,10/06/2024,,,
PZA,1,,Pepsi Jumbo 3Lt,37,37
Ticket,,10/06/2024,,,
,,,,,
PZA,1,,Rosa Venus Rosa 150gr,13,13
PZA,1,,Premier Higienico 425 Hjs,31,31
Ticket,,10/06/2024,,,
PZA,1,,Garnier Nutrisse Borgoña 4460,65,65
Ticket,,10/06/2024,,,
PZA,1,,Ace Accion Instantanea 500g,24.5,24.5
Ticket,,10/06/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,10/06/2024,,,
PZA,0.08,,Queso De Hebra,126,10
PZA,0.14,,Jamon Rebanado Suly 1kg,69,10
Ticket,,10/06/2024,,,
PZA,1,,Totopos 280G Normal,32,32
PZA,1,,Senzao Guarana 2lts,31,31
Ticket,,10/06/2024,,,
PZA,1,,Azucar 1 Kg,24,24
PZA,1,,RAIDOLITO VERDE PAQ 10PZ,21,21
PZA,0.43,,Jamon Rebanado Suly 1kg,69,30
Ticket,,10/06/2024,,,
PZA,1050,,MASTERXTREME MAYOREO RECARGA,0.95,999.6
Ticket,,10/06/2024,,,
PZA,0.24,,Queso De Hebra,126,29.74
Ticket,,11/06/2024,,,
PZA,1,,XL-3 VR par,15,15
Ticket,,11/06/2024,,,
PZA,0.23,,Queso Fresco,109,25
Ticket,,11/06/2024,,,
PZA,1,,Agua Ciel 600ml 307906,10,10
Ticket,,11/06/2024,,,
PZA,1,,Nectar Valle Mango Minibrick 250ml,12,12
Ticket,,11/06/2024,,,
PZA,1,,Clavel Abre Facil 360ml,20,20
PZA,1,,Bolsa individual Asa Rayada Gde 1pz,3,3
PZA,2,,Azucar 1 Kg,24,48
PZA,1,,Salchijocho Pavo Any Agranel,48,48
PZA,1,,Jamon Rebanado Suly 1kg,67,67
Ticket,,11/06/2024,,,
PZA,1,,Paleta cupido vero fresa,3,3
,,,,,
Ticket,,11/06/2024,,,
PZA,1,,Jumex Fresh Citrus 400ml 8417,11,11
PZA,1,,Gatorade Fruta 750ml,27,27
Ticket,,11/06/2024,,,
PZA,1,,Nutrioli 850ml,45,45
PZA,1,,Arroz 1kg,21,21
PZA,2,,Azucar 1 Kg,24,48
PZA,1,,Ace Accion Instantanea 500g,24.5,24.5
PZA,1,,Ace Accion Instantanea 250gr,11,11
PZA,1,,Clarasol 1.850lt,23,23
PZA,1,,Ensueño Max Fresco Verano Zero Enjuague 850ml,28,28
Ticket,,11/06/2024,,,
PZA,0.5,,Whiskas 1kg,53,26.5
Ticket,,11/06/2024,,,
PZA,1,,Sidral mundet fresa kiwi 2 lts,30,30
Ticket,,11/06/2024,,,
PZA,1,,Bolsa Basura Mediana 1pza,5,5
PZA,1,,Bolsa Basura Grande 1pza,9,9
Ticket,,11/06/2024,,,
PZA,1,,HUEVO CRIO 1/2 CONO,34,34
Ticket,,11/06/2024,,,
PZA,1,,Colgate Total 12 150ml,64,64
PZA,0.25,,Queso De Hebra,126,31.5
Ticket,,11/06/2024,,,
PZA,1,,Turbo Cargador V8 Negro 1Hora 7503027214007,100,100
Ticket,,11/06/2024,,,
